Material,Hardness,Density,Temperature,Load,Speed,WearRate,FrictionCoefficient
Zinc,31.03,7.02,149,11,72,0.7236,0.5637
Zinc,35.29,7.07,488,179,358,5.8811,0.5802
Zinc,25.8,7.15,639,111,578,4.2554,0.3698
Zinc,33.63,7.06,335,149,717,1.8639,0.5377
Zinc,27.45,7.08,184,32,614,0.2961,0.6358
Zinc,26.69,7.02,305,119,338,3.7953,0.6934
Zinc,29.93,7.02,285,125,415,2.6513,0.4975
Zinc,30.53,7.06,621,198,742,4.9845,0.5702
Zinc,30.26,7.09,183,58,1000,0.3875,0.3401
Zinc,30.48,7.18,178,91,767,0.7511,0.6954
Zinc,32.81,7.08,711,79,846,2.1107,0.662
Zinc,31.8,7.11,342,82,292,3.1149,0.5211
Zinc,31.4,7.01,703,35,829,0.8152,0.367
Zinc,32.87,7.12,591,135,686,3.1179,0.5996
Zinc,37.93,7.07,569,66,706,1.2608,0.5388
Zinc,36.57,7.13,526,35,906,0.6635,0.3119
Zinc,26.11,7.14,247,169,553,3.2096,0.4266
Zinc,38.95,7.07,272,34,306,0.912,0.4586
Zinc,32.66,7.09,332,82,700,1.0421,0.6746
Zinc,32.98,7.05,161,120,305,1.715,0.6772
Zinc,25.73,7.06,659,195,312,19.1497,0.6554
Zinc,33.53,7.15,116,168,705,0.8538,0.3869
Zinc,31.54,7.19,693,113,227,8.9889,0.5332
Zinc,26.27,7.04,662,85,218,11.1718,0.3032
Zinc,39.32,7.14,268,79,187,3.3437,0.4639
Zinc,38.68,7.15,160,182,690,1.1583,0.5183
Zinc,34.31,7.14,71,157,417,0.7045,0.4736
Zinc,27.59,7.03,363,170,547,4.439,0.68
Zinc,26.55,7.03,743,93,487,5.4077,0.5415
Zinc,39.74,7.15,387,103,574,1.4281,0.5643
Zinc,37.01,7.17,68,125,344,0.702,0.4082
Zinc,38.76,7.06,654,69,180,7.087,0.3579
Zinc,37.06,7.19,330,59,942,0.4865,0.3769
Zinc,29.82,7.2,737,55,881,1.2914,0.4095
Zinc,32.62,7.09,732,200,805,5.3235,0.5504
Zinc,25.84,7.18,704,123,949,4.1086,0.4048
Zinc,39.25,7.05,751,199,515,8.3049,0.4101
Zinc,38.51,7.14,534,50,663,0.8751,0.3671
Zinc,33.63,7.2,456,199,245,11.8621,0.4514
Zinc,28.47,7.15,90,148,440,1.1075,0.6811
Zinc,34.09,7.03,249,117,701,1.3841,0.5046
Zinc,39.78,7.04,766,30,368,1.8228,0.5758
Zinc,27.46,7.02,562,75,598,2.9982,0.353
Zinc,30.44,7.06,475,121,268,8.2521,0.4686
Zinc,38.52,7.01,412,80,258,3.2734,0.656
Zinc,37.75,7.07,152,161,186,4.1102,0.5913
Zinc,31.37,7.07,112,85,190,1.335,0.6037
Zinc,32.39,7.18,686,157,780,4.1664,0.4215
Zinc,27.58,7.15,412,49,318,1.9385,0.3852
Zinc,32.73,7.15,259,183,769,1.6775,0.6028
Zinc,34.92,7.08,347,187,622,3.465,0.4368
Zinc,36.13,7.19,58,197,916,0.3706,0.6791
Zinc,39.36,7.17,439,87,239,3.2916,0.4996
Zinc,27.25,7.05,192,154,713,1.5613,0.421
Zinc,26.88,7.15,86,20,911,0.0579,0.5013
Zinc,29.17,7.2,454,165,355,6.5415,0.4203
Zinc,38.36,7.06,31,89,760,0.0974,0.6063
Zinc,31.38,7.15,277,158,592,2.8018,0.6623
Zinc,36.65,7.04,552,183,577,5.2985,0.5982
Zinc,38.8,7.09,573,148,262,8.6579,0.4663
Zinc,31.3,7.03,568,151,873,3.1304,0.6197
Zinc,27.48,7.08,485,63,74,15.069,0.5786
Zinc,28.62,7.16,103,172,403,1.27,0.3836
Zinc,32.54,7.1,284,16,859,0.1346,0.6791
Zinc,34.22,7.01,59,179,491,0.741,0.5389
Zinc,27.89,7.18,699,91,163,14.5665,0.4981
Zinc,35.17,7.18,337,29,847,0.3849,0.4834
Zinc,37.46,7.1,240,34,655,0.3235,0.3467
Zinc,25.93,7.16,800,47,219,7.8216,0.5783
Zinc,39.45,7.11,167,168,150,4.7948,0.5238
Zinc,34.24,7.19,53,23,122,0.2697,0.6327
Zinc,25.95,7.01,348,91,408,3.3556,0.4287
Zinc,27.61,7.1,486,86,296,5.1013,0.3914
Zinc,38.26,7.02,416,39,774,0.6272,0.6893
Zinc,25.23,7.2,686,89,268,8.3096,0.3994
Zinc,34.2,7.19,453,37,262,1.8363,0.4089
Zinc,37.11,7.09,674,27,263,1.5255,0.3288
Zinc,27.24,7.08,71,7,691,0.0245,0.3093
Zinc,27.77,7.19,413,139,581,3.5539,0.6889
Zinc,28.51,7.04,528,81,810,2.0268,0.63
Zinc,32.95,7.01,583,156,504,5.5502,0.6224
Zinc,26.58,7.16,51,63,196,0.6137,0.4565
Zinc,27.2,7.17,689,117,832,3.7019,0.5684
Zinc,27.88,7.04,652,166,152,24.6604,0.4707
Zinc,36.67,7.06,650,27,919,0.62,0.6139
Zinc,28.6,7.17,282,26,631,0.3899,0.6591
Zinc,34.8,7.04,526,87,890,1.6182,0.6961
Zinc,29.91,7.17,727,34,196,4.6778,0.423
Zinc,38.18,7.12,327,93,809,1.157,0.6171
Zinc,36.69,7.12,469,11,633,0.1885,0.5122
Zinc,25.05,7.18,564,96,615,3.2802,0.6297
Zinc,31.6,7.12,661,170,740,4.5771,0.5042
Zinc,34.07,7.14,30,141,188,0.5454,0.6709
Zinc,26.7,7.12,715,73,456,4.8403,0.4619
Zinc,33.9,7.2,610,19,870,0.4172,0.3437
Zinc,34.11,7.09,629,126,226,11.3565,0.6226
Zinc,36.08,7.15,241,173,710,1.8454,0.4682
Zinc,36.57,7.16,656,198,901,4.2064,0.3896
Zinc,38.7,7.09,295,16,543,0.2555,0.3325
Zinc,29.4,7.13,352,48,335,1.7028,0.5485
Zinc,39.86,7.09,169,16,805,0.0759,0.4294
Zinc,29.18,7.19,651,19,321,1.454,0.6556
Zinc,29.16,7.07,286,91,954,0.8915,0.5003
Zinc,38.48,7.05,677,127,209,9.7959,0.4424
Zinc,29.92,7.09,83,187,708,0.691,0.6062
Zinc,37.02,7.07,213,135,396,2.0115,0.4553
Zinc,28.07,7.18,492,109,552,2.873,0.5897
Zinc,33.98,7.04,134,86,836,0.3704,0.5121
Zinc,30.25,7.05,326,122,283,3.9291,0.6497
Zinc,34.02,7.08,732,44,908,1.1601,0.6762
Zinc,26.98,7.17,594,158,855,3.4604,0.4334
Zinc,30.17,7.13,472,190,678,4.3021,0.4354
Zinc,33.5,7.14,350,99,183,5.2011,0.5264
Zinc,29.43,7.07,610,43,799,1.2703,0.5599
Zinc,29.69,7.12,395,26,565,0.7009,0.4089
Zinc,25.55,7.09,88,20,613,0.1117,0.6077
Zinc,36.4,7.04,647,76,921,1.4236,0.4687
Zinc,38.78,7.12,168,46,564,0.3755,0.4321
Zinc,28.67,7.14,560,23,124,3.423,0.3547
Zinc,31.96,7.08,42,144,447,0.4395,0.6234
Zinc,33.22,7.19,670,92,420,5.0426,0.5534
Zinc,32.0,7.17,765,57,830,1.8686,0.4874
Zinc,34.14,7.12,594,8,285,0.5115,0.4233
Zinc,32.58,7.06,424,62,924,0.7733,0.6199
Zinc,28.92,7.05,444,79,195,7.1144,0.6688
Zinc,39.53,7.13,267,142,998,0.9779,0.3588
Zinc,30.79,7.09,602,86,910,2.1459,0.6526
Zinc,34.89,7.15,73,94,751,0.2116,0.5756
Zinc,37.66,7.19,284,70,126,4.3336,0.6227
Zinc,34.1,7.04,354,73,200,4.3317,0.3351
Zinc,32.26,7.17,660,160,417,8.7293,0.3441
Zinc,38.22,7.19,196,6,328,0.1047,0.3275
Zinc,36.75,7.03,361,13,375,0.3314,0.4159
Zinc,32.33,7.01,363,37,369,1.0746,0.3321
Zinc,34.75,7.18,708,41,314,3.1864,0.5629
Zinc,34.78,7.12,408,134,365,5.1251,0.577
Zinc,34.18,7.03,742,51,778,1.6046,0.6062
Zinc,26.87,7.2,177,34,85,2.3673,0.4984
Zinc,33.73,7.08,278,166,70,16.1905,0.5656
Zinc,30.0,7.0,61,124,964,0.2116,0.6859
Zinc,33.85,7.16,707,63,356,4.033,0.3014
Zinc,35.26,7.08,31,22,61,0.3056,0.5248
Zinc,36.59,7.08,81,82,635,0.2447,0.3532
Zinc,25.68,7.11,34,151,196,0.9961,0.6622
Zinc,29.39,7.12,760,88,565,3.4825,0.5848
Zinc,25.2,7.12,469,99,602,3.2722,0.6132
Zinc,32.46,7.14,261,18,910,0.1528,0.5762
Zinc,32.68,7.15,499,14,586,0.4174,0.4498
Zinc,32.73,7.11,619,24,419,0.9037,0.5726
Zinc,27.68,7.08,509,19,807,0.4965,0.3932
Zinc,27.42,7.13,161,70,412,0.8589,0.3783
Zinc,28.78,7.08,382,82,790,1.3781,0.4457
Zinc,38.58,7.13,169,69,570,0.6317,0.4175
Zinc,31.56,7.09,778,160,108,32.2132,0.4103
Zinc,36.98,7.19,41,172,373,0.6031,0.6797
Zinc,39.16,7.16,427,79,506,1.4534,0.5402
Zinc,30.87,7.19,770,96,126,21.5202,0.6504
Zinc,25.87,7.18,686,77,137,16.9177,0.3773
Zinc,25.95,7.06,78,164,292,1.6321,0.5087
Zinc,37.2,7.15,186,39,86,2.2555,0.3554
Zinc,28.73,7.03,657,109,205,10.4023,0.3492
Zinc,27.77,7.11,351,155,906,2.2695,0.484
Zinc,30.65,7.02,659,101,411,5.487,0.5523
Zinc,25.97,7.05,51,46,632,0.1471,0.3973
Zinc,32.06,7.13,119,143,918,0.5803,0.5092
Zinc,29.74,7.17,796,184,407,12.7149,0.6948
Zinc,38.49,7.01,677,170,303,10.3686,0.6923
Zinc,38.22,7.07,86,178,302,1.5734,0.4742
Zinc,27.93,7.01,699,130,990,3.2017,0.4022
Zinc,32.74,7.02,800,58,696,2.0487,0.4931
Zinc,25.02,7.12,220,34,804,0.2982,0.5523
Zinc,34.06,7.09,750,33,732,1.0999,0.3708
Zinc,33.33,7.05,211,100,903,0.7105,0.434
Zinc,31.79,7.01,575,54,895,1.1916,0.3061
Zinc,35.66,7.13,75,27,714,0.0696,0.4247
Zinc,31.05,7.09,568,117,484,5.1414,0.5171
Zinc,27.72,7.07,590,67,818,1.5892,0.3168
Zinc,29.42,7.17,626,120,873,2.481,0.4523
Zinc,39.86,7.17,248,16,756,0.1108,0.358
Zinc,34.24,7.02,680,185,121,24.3948,0.5111
Zinc,26.83,7.12,444,76,123,8.8717,0.323
Zinc,36.32,7.14,341,125,548,2.3758,0.5022
Zinc,26.55,7.18,447,137,746,2.69,0.5357
Zinc,35.2,7.1,763,29,71,9.217,0.5744
Zinc,32.88,7.18,723,147,899,3.0574,0.6255
Zinc,32.42,7.1,106,52,914,0.1824,0.6259
Zinc,33.38,7.0,236,12,487,0.1913,0.6468
Zinc,26.27,7.15,520,78,269,6.5786,0.3216
Zinc,32.67,7.12,46,182,609,0.4357,0.4127
Zinc,39.9,7.18,363,108,908,1.0083,0.4367
Zinc,35.31,7.17,54,89,838,0.1679,0.6042
Zinc,25.57,7.18,273,88,183,5.9642,0.5501
Zinc,38.61,7.03,794,148,561,4.9037,0.3897
Zinc,34.16,7.01,330,49,91,5.2339,0.4523
Zinc,31.99,7.18,650,48,163,7.0629,0.6042
Zinc,34.69,7.14,220,161,686,1.7246,0.6522
Zinc,38.08,7.1,743,169,973,3.2908,0.4131
Zinc,26.88,7.18,573,136,342,9.1197,0.4199
Zinc,31.36,7.05,38,58,496,0.1634,0.5006
Zinc,25.6,7.18,609,131,548,6.4437,0.4603
Zinc,35.07,7.04,636,75,642,1.7329,0.4343
Zinc,35.38,7.16,533,113,577,2.5343,0.6322
Zinc,33.22,7.14,385,126,255,6.0766,0.6139
Zinc,31.5,7.02,582,47,278,2.5198,0.5947
Zinc,32.44,7.12,288,117,879,1.0509,0.5232
Zinc,39.13,7.14,132,161,821,0.6172,0.3048
Zinc,30.9,7.09,268,124,729,1.525,0.5516
Zinc,34.51,7.14,78,178,641,0.541,0.4438
Zinc,26.13,7.13,59,97,168,1.3902,0.6268
Zinc,36.03,7.05,618,98,471,3.5552,0.6975
Zinc,37.54,7.16,652,48,907,0.9265,0.5516
Zinc,39.56,7.14,401,129,338,3.5315,0.341
Zinc,26.32,7.19,199,133,471,2.4848,0.6885
Zinc,31.82,7.16,398,80,880,1.2245,0.6868
Zinc,28.77,7.18,134,74,845,0.4443,0.3566
Zinc,33.45,7.14,797,105,986,2.173,0.6222
Zinc,36.54,7.18,590,184,153,17.3911,0.5496
Zinc,34.04,7.13,142,102,141,2.9638,0.3133
Zinc,27.26,7.16,227,36,406,0.7016,0.6425
Zinc,35.65,7.16,268,62,406,1.3325,0.3282
Zinc,27.45,7.07,549,105,429,4.6973,0.5565
Zinc,37.38,7.01,425,64,788,0.9918,0.5507
Zinc,26.86,7.19,798,192,673,6.9069,0.3202
Zinc,38.41,7.18,181,31,439,0.3005,0.5354
Zinc,35.35,7.06,156,139,84,6.8429,0.6109
Zinc,34.92,7.02,607,90,802,2.1122,0.3965
Zinc,33.68,7.2,704,87,797,1.9578,0.4358
Zinc,37.87,7.17,718,26,844,0.496,0.6673
Zinc,34.31,7.12,469,64,441,2.0252,0.684
Zinc,37.69,7.06,512,126,302,5.3952,0.4115
Zinc,33.98,7.12,332,52,366,1.5049,0.411
Ceramic,94.41,3.51,576,100,501,1.2816,0.4327
Ceramic,86.46,3.99,357,141,759,0.8564,0.4739
Ceramic,89.58,3.96,642,143,84,9.8692,0.249
Ceramic,98.62,3.79,629,113,355,1.7866,0.2583
Ceramic,92.04,3.96,591,31,884,0.2467,0.2628
Ceramic,91.12,3.76,666,87,91,6.8519,0.4885
Ceramic,93.41,3.79,498,137,320,2.021,0.418
Ceramic,85.2,4.0,796,185,901,1.7509,0.4407
Ceramic,94.39,3.71,791,182,568,2.6704,0.2175
Ceramic,89.14,3.7,787,192,432,4.6536,0.3161
Ceramic,88.99,3.67,206,168,376,1.2297,0.2528
Ceramic,94.23,3.58,670,126,228,3.2051,0.2556
Ceramic,87.38,3.6,427,141,985,0.8322,0.4322
Ceramic,89.07,3.85,351,57,157,1.4508,0.2671
Ceramic,93.44,3.85,240,186,818,0.4854,0.2196
Ceramic,96.14,3.57,431,70,991,0.2944,0.3475
Ceramic,97.96,3.89,608,102,979,0.5615,0.2372
Ceramic,99.84,3.86,76,6,553,0.01,0.3516
Ceramic,95.53,3.85,434,159,682,0.9771,0.287
Ceramic,87.41,3.75,379,49,851,0.2768,0.4586
Ceramic,89.11,3.99,483,26,326,0.3787,0.4426
Ceramic,98.08,3.88,223,80,836,0.195,0.3992
Ceramic,86.79,3.7,421,113,420,1.4093,0.2272
Ceramic,95.83,3.59,224,187,459,1.0308,0.3748
Ceramic,97.15,3.81,65,7,143,0.0376,0.4717
Ceramic,89.53,3.88,610,124,381,2.3862,0.2085
Ceramic,93.91,3.57,230,105,570,0.4399,0.3943
Ceramic,86.42,3.87,767,176,747,2.0627,0.446
Ceramic,93.01,3.62,348,102,678,0.6253,0.4395
Ceramic,91.95,3.93,623,26,771,0.1992,0.3393
Ceramic,98.26,3.67,675,89,426,1.2903,0.3614
Ceramic,86.39,3.68,58,77,894,0.0496,0.4374
Ceramic,99.0,3.74,341,126,596,0.7861,0.3183
Ceramic,86.32,3.86,101,72,767,0.1187,0.4101
Ceramic,93.23,3.55,301,161,150,2.7754,0.4719
Ceramic,89.0,3.9,363,169,895,0.7072,0.4537
Ceramic,98.68,3.87,36,180,132,0.4601,0.2039
Ceramic,90.06,3.58,660,145,769,1.282,0.3561
Ceramic,96.24,3.86,379,91,198,2.0376,0.3511
Ceramic,97.29,3.9,355,113,60,7.7664,0.2316
Ceramic,85.66,3.83,472,36,376,0.5509,0.4968
Ceramic,94.19,3.88,352,50,561,0.333,0.2616
Ceramic,99.41,3.67,77,132,261,0.4412,0.3973
Ceramic,90.91,3.52,95,193,712,0.248,0.3875
Ceramic,88.72,3.95,573,165,400,2.1551,0.4058
Ceramic,85.81,3.77,459,169,319,2.931,0.3657
Ceramic,89.54,3.82,344,18,328,0.2164,0.2118
Ceramic,98.31,3.66,382,17,774,0.077,0.2636
Ceramic,87.24,3.87,597,126,651,1.5743,0.2621
Ceramic,85.28,3.81,322,152,346,1.9894,0.401
Ceramic,87.53,3.54,561,45,218,1.0945,0.452
Ceramic,86.17,3.78,157,90,506,0.2935,0.3941
Ceramic,87.34,3.93,222,83,727,0.2978,0.2251
Ceramic,93.28,3.69,183,70,788,0.1546,0.3561
Ceramic,96.15,3.52,173,21,628,0.0701,0.3569
Ceramic,85.34,3.82,513,162,136,7.2497,0.4169
Ceramic,95.96,3.55,300,161,230,2.501,0.4918
Ceramic,96.0,3.97,294,169,212,2.5117,0.2729
Ceramic,97.04,3.88,153,45,592,0.1017,0.4991
Ceramic,93.14,3.9,792,161,418,2.8988,0.2216
Ceramic,87.25,3.98,165,27,128,0.4148,0.4609
Ceramic,97.75,3.93,395,35,225,0.682,0.3756
Ceramic,91.24,3.96,274,148,536,0.896,0.2207
Ceramic,92.78,3.75,294,79,467,0.5376,0.3102
Ceramic,88.49,3.7,139,44,780,0.0753,0.277
Ceramic,95.7,3.68,219,53,756,0.1763,0.3988
Ceramic,95.8,3.83,297,161,422,1.0291,0.2741
Ceramic,97.74,3.61,164,54,245,0.3056,0.2075
Ceramic,94.73,3.98,107,82,566,0.1477,0.2955
Ceramic,85.31,3.64,744,21,626,0.2995,0.2417
Ceramic,94.98,3.97,572,153,122,8.2647,0.4861
Ceramic,95.33,3.88,68,177,658,0.1736,0.408
Ceramic,98.87,3.59,515,125,848,0.8718,0.2596
Ceramic,95.45,3.56,560,126,786,1.0125,0.4654
Ceramic,94.99,3.68,167,174,948,0.3062,0.2513
Ceramic,94.01,3.74,145,60,812,0.1206,0.4821
Ceramic,86.51,3.99,206,169,313,1.3498,0.2105
Ceramic,93.2,3.6,478,119,898,0.651,0.44
Ceramic,87.39,3.59,688,160,342,3.7483,0.46
Ceramic,85.59,3.73,793,111,333,3.1971,0.2673
Ceramic,97.29,3.93,720,45,372,0.8979,0.3004
Ceramic,96.69,3.63,561,64,545,0.6152,0.3707
Ceramic,91.6,3.64,764,159,941,1.5491,0.3143
Ceramic,87.63,3.71,312,156,948,0.4906,0.2534
Ceramic,90.09,3.81,317,11,271,0.1154,0.2523
Ceramic,94.78,3.53,299,99,856,0.3996,0.3303
Ceramic,96.69,3.88,680,165,650,1.5596,0.3877
Ceramic,93.44,3.57,446,55,323,0.84,0.3945
Ceramic,87.75,3.8,97,110,455,0.2838,0.3662
Ceramic,98.43,3.93,656,173,535,2.5486,0.4317
Ceramic,98.01,3.86,529,105,203,3.2657,0.3687
Ceramic,96.18,3.7,337,155,456,1.3889,0.4101
Ceramic,86.32,3.93,485,147,717,1.3347,0.2036
Ceramic,98.68,3.53,127,76,732,0.1522,0.2582
Ceramic,93.57,3.82,326,157,586,0.7493,0.4023
Ceramic,94.42,3.91,309,42,246,0.5075,0.2316
Ceramic,86.0,3.5,315,168,191,3.8276,0.272
Ceramic,93.96,3.62,759,60,342,1.3556,0.2958
Ceramic,87.31,3.81,291,31,51,2.1256,0.3428
Ceramic,93.75,3.69,543,83,271,1.4262,0.3468
Ceramic,99.53,3.88,115,62,361,0.2196,0.2482
Ceramic,85.88,3.92,340,98,193,1.992,0.308
Ceramic,94.07,3.83,428,195,210,4.1678,0.2244
Ceramic,96.63,3.53,368,44,799,0.208,0.3863
Ceramic,89.33,3.76,377,43,778,0.2474,0.4888
Ceramic,89.45,3.96,222,24,221,0.2616,0.3032
Ceramic,88.89,3.88,688,135,675,1.7714,0.3039
Ceramic,85.81,3.99,419,46,654,0.3929,0.2152
Ceramic,96.42,3.61,372,177,441,1.721,0.4595
Ceramic,90.9,3.92,541,196,686,1.555,0.262
Ceramic,92.4,3.72,321,152,500,1.0389,0.4163
Ceramic,95.2,3.8,445,129,666,1.0537,0.3934
Ceramic,95.61,3.52,102,23,766,0.0336,0.2947
Ceramic,85.75,3.63,151,97,792,0.1924,0.3973
Ceramic,86.57,3.51,103,194,135,1.568,0.3656
Ceramic,99.76,3.65,794,135,56,15.7206,0.2782
Ceramic,93.39,3.88,497,106,387,1.2823,0.254
Ceramic,98.87,3.62,173,185,104,2.9781,0.4866
Ceramic,92.89,3.68,287,80,345,0.7713,0.3427
Ceramic,87.94,3.99,686,133,687,1.3389,0.3801
Ceramic,94.51,3.51,677,109,515,1.3663,0.4424
Ceramic,93.09,3.76,382,167,252,3.1665,0.2757
Ceramic,92.93,3.94,386,154,400,1.3571,0.4008
Ceramic,88.99,3.92,663,184,262,6.1259,0.2095
Ceramic,95.53,3.71,243,169,368,1.2902,0.4491
Ceramic,90.05,3.82,186,158,85,4.3208,0.2017
Ceramic,90.26,3.86,255,31,750,0.1123,0.394
Ceramic,92.69,3.86,104,144,449,0.2883,0.4833
Ceramic,96.93,3.68,226,91,657,0.3259,0.2965
Ceramic,94.92,3.87,124,152,634,0.257,0.4628
Ceramic,89.52,3.78,31,167,429,0.1297,0.4079
Ceramic,90.85,3.74,638,97,541,1.1562,0.3395
Ceramic,96.62,3.93,191,144,143,1.9807,0.4804
Ceramic,86.67,3.64,608,52,953,0.4434,0.4228
Ceramic,87.09,3.86,314,194,286,2.1751,0.2066
Ceramic,94.07,3.95,383,138,617,0.914,0.4972
Ceramic,86.74,3.74,292,119,411,1.0754,0.4096
Ceramic,97.35,3.67,691,57,661,0.5937,0.4874
Ceramic,99.88,3.87,292,36,972,0.0929,0.3882
Ceramic,91.55,3.83,767,161,816,1.3447,0.354
Ceramic,92.74,3.8,423,89,166,1.9969,0.2218
Ceramic,86.53,3.54,321,104,630,0.5484,0.3384
Ceramic,91.71,3.98,464,150,445,1.598,0.273
Ceramic,96.95,3.79,253,35,670,0.1303,0.3321
Ceramic,85.7,3.76,106,53,602,0.1064,0.425
Ceramic,87.26,3.9,88,179,840,0.2403,0.4834
Ceramic,96.66,3.55,271,71,728,0.2971,0.2843
Ceramic,98.29,3.5,195,147,256,1.0637,0.4762
Ceramic,88.4,3.75,214,192,886,0.591,0.2325
Ceramic,96.57,3.67,181,84,917,0.1468,0.2239
Ceramic,90.59,3.96,184,92,338,0.5771,0.457
Ceramic,98.62,3.79,473,110,131,3.4992,0.3892
Ceramic,87.43,3.77,700,184,840,1.9396,0.3266
Ceramic,86.75,3.94,510,24,482,0.3142,0.4751
Ceramic,88.64,3.8,427,110,446,1.2477,0.2293
Ceramic,91.33,3.63,292,39,536,0.2315,0.4781
Ceramic,93.5,3.63,125,64,92,0.8899,0.4745
Ceramic,91.51,3.85,375,164,452,1.3965,0.3243
Ceramic,88.53,3.73,466,186,987,0.9793,0.3317
Ceramic,91.82,3.95,477,189,453,2.5514,0.4505
Ceramic,91.79,3.75,500,105,472,1.1305,0.3511
Ceramic,85.47,3.72,135,157,966,0.2872,0.3696
Ceramic,91.57,3.98,649,156,224,5.4525,0.2853
Ceramic,93.62,3.85,443,66,122,2.4318,0.3638
Ceramic,88.34,3.92,380,30,865,0.1782,0.4044
Ceramic,99.14,3.86,471,193,496,1.7676,0.4606
Ceramic,86.07,3.79,555,123,881,0.9822,0.3287
Ceramic,87.16,3.58,560,143,499,1.6408,0.3464
Ceramic,96.42,3.63,404,191,941,0.8364,0.4158
Ceramic,91.65,3.8,733,49,503,0.7412,0.338
Ceramic,88.35,3.84,410,159,710,1.1866,0.4367
Ceramic,98.81,3.58,353,144,543,1.1142,0.3737
Ceramic,95.79,3.53,792,135,70,18.167,0.3339
Ceramic,90.07,3.95,316,55,891,0.2036,0.2313
Ceramic,87.43,3.66,249,84,152,1.4169,0.4996
Ceramic,99.03,3.63,252,14,746,0.0546,0.4359
Ceramic,97.0,3.62,622,161,705,1.5943,0.2387
Ceramic,86.23,3.69,515,71,585,0.6296,0.3959
Ceramic,90.57,3.97,496,176,769,1.4631,0.3347
Ceramic,98.72,3.75,324,106,738,0.38,0.4512
Ceramic,99.31,3.89,161,146,588,0.3522,0.2483
Ceramic,91.54,3.72,175,126,295,0.6962,0.4835
Ceramic,90.26,3.65,539,70,555,0.6056,0.2372
Ceramic,95.83,3.86,792,22,204,1.0594,0.449
Ceramic,90.24,3.65,318,137,511,0.9891,0.2828
Ceramic,94.72,3.96,721,152,438,2.416,0.2805
Ceramic,85.69,3.64,315,123,851,0.529,0.2378
Ceramic,92.83,3.6,51,17,603,0.0134,0.3228
Ceramic,93.04,3.65,757,149,571,2.3603,0.2161
Ceramic,94.62,3.67,237,155,530,0.8587,0.2509
Ceramic,92.18,3.67,787,158,70,17.3537,0.4713
Ceramic,98.97,3.53,696,182,602,1.8582,0.2743
Ceramic,88.46,3.63,578,173,298,3.6408,0.2647
Ceramic,91.15,3.72,657,169,73,17.7405,0.4508
Ceramic,85.97,3.7,152,98,752,0.2133,0.3443
Ceramic,87.07,3.87,798,168,978,1.7254,0.2176
Ceramic,95.9,3.97,741,120,578,1.519,0.2868
Ceramic,91.76,3.91,341,130,861,0.5668,0.3094
Ceramic,86.76,3.71,587,187,511,2.7342,0.4147
Ceramic,87.49,3.58,377,5,513,0.0427,0.4388
Ceramic,96.51,3.78,485,56,784,0.3756,0.3912
Ceramic,90.37,3.71,717,137,977,0.9378,0.408
Ceramic,85.72,3.89,597,194,886,1.5783,0.4547
Ceramic,87.42,3.51,690,67,890,0.6686,0.3952
Ceramic,91.51,3.56,677,97,156,4.9972,0.4651
Ceramic,90.46,3.9,193,50,178,0.6427,0.4991
Ceramic,91.13,3.78,443,106,916,0.6426,0.2936
Ceramic,93.52,3.91,364,70,989,0.2631,0.4565
Ceramic,86.72,3.92,291,30,481,0.2303,0.2478
Ceramic,95.66,3.6,285,116,969,0.3323,0.3062
Ceramic,90.54,3.55,227,131,984,0.3196,0.441
Ceramic,91.88,3.82,161,137,933,0.2587,0.2368
Ceramic,99.78,3.62,781,177,967,1.2636,0.3957
Ceramic,92.06,3.99,708,71,557,1.0058,0.3727
Ceramic,94.23,3.75,741,191,727,1.7967,0.4481
Ceramic,91.2,3.89,318,190,965,0.7332,0.3309
Ceramic,85.62,3.69,757,169,903,1.5602,0.3775
Ceramic,96.38,3.53,643,190,244,5.7447,0.2846
Ceramic,86.6,3.96,407,181,426,2.0916,0.282
Ceramic,86.03,3.69,45,183,447,0.2108,0.3576
Ceramic,99.39,3.59,462,20,329,0.2367,0.3816
Ceramic,98.26,3.77,641,46,225,1.192,0.2865
Ceramic,87.19,3.68,213,196,725,0.7596,0.2741
Ceramic,98.48,3.73,760,61,124,3.3608,0.4905
Ceramic,87.86,3.83,57,7,845,0.01,0.2033
Ceramic,92.57,3.74,388,23,447,0.1934,0.258
Ceramic,85.94,3.57,94,47,631,0.0917,0.2859
Ceramic,98.74,3.7,375,82,918,0.3465,0.3951
Ceramic,86.17,3.76,415,57,163,1.7369,0.4669
Ceramic,99.26,3.57,693,29,880,0.2315,0.3702
Ceramic,85.35,3.97,609,76,390,1.4982,0.3722
Ceramic,95.17,3.91,399,26,464,0.2379,0.292
Ceramic,92.74,3.51,528,195,729,1.3414,0.3763
Ceramic,99.54,3.71,478,174,82,9.059,0.3359
Ceramic,96.08,3.95,542,139,570,1.6381,0.4089
Ceramic,96.25,3.64,751,64,231,2.3964,0.4556
Ceramic,93.83,3.64,64,131,744,0.1231,0.2409
Ceramic,87.24,3.64,139,120,182,1.1634,0.2066
Ceramic,99.48,3.67,261,57,197,0.8159,0.4881
Ceramic,99.61,3.92,652,142,263,3.6446,0.4436
Ceramic,85.92,3.74,269,42,777,0.1806,0.2111
Ceramic,94.75,3.97,436,50,295,0.91,0.302
Ceramic,96.33,3.83,388,150,253,2.5891,0.3273
Ceramic,98.02,3.99,764,146,875,1.1274,0.429
Ceramic,88.79,3.89,552,68,86,5.242,0.3862
